ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001752724-24-243865	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001145549-24-067080	0001040587	Direxion Funds	811-08243	TPDM9FF5QV7ZRKBZK142	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-243537	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-243629	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-243948	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001752724-24-243863	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001145549-24-067054	0001040587	Direxion Funds	811-08243	TPDM9FF5QV7ZRKBZK142	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-243491	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001145549-24-067128	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001145549-24-067079	0000766285	Amana Mutual Funds Trust	811-04276	549300XBCMMU088YXT31	1300 North State Street		Bellingham	US-WA	US	982254730	3607349900
0001752724-24-243633	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-243882	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001752724-24-253997	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253996	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253998	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253999	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254002	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-276192	0001039667	Spirit of America Investment Fund, Inc.	811-08231	549300PJ84G8FJU36634	477 Jericho Turnpike		Syosset	US-NY	US	11791	516-390-5555
0001752724-24-276357	0001091439	Allianz Variable Insurance Products Trust	811-09491	549300446YVO0C3VKW34	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	800-624-0197
0001752724-24-276491	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276470	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276420	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276456	0001092720	Rydex Dynamic Funds	811-09525	549300O9WV1GMCZ8G606	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276429	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276427	0000217087	Guggenheim Variable Funds Trust	811-02753	549300QDJHZ1HF5UC735	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276412	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276501	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276482	0000088525	Guggenheim Funds Trust	811-01136	54930033G24U3UGWK691	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276458	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276438	0000217087	Guggenheim Variable Funds Trust	811-02753	549300QDJHZ1HF5UC735	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276422	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276507	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276477	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001398344-24-022458	0000919160	GUINNESS ATKINSON FUNDS	811-08360 	54930097560RK2KMX577	251 South Lake Ave	SUITE 800	Pasadena	US-CA	US	91101	626-914-1041
0001752724-24-276432	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001145549-24-077296	0001867714	Monachil Credit Income Fund	811-23709	549300TPFZI5PFVDH614	235 West Galena Street		Milwaukee	US-WI	US	53212	414-299-2270
0001752724-24-276481	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276451	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001145549-24-077318	0001516523	Advisers Investment Trust	811-22538	549300BG52TB5QPLYE22	50 S. LaSalle Street		Chicago	US-IL	US	60603	312-557-4100
0001752724-24-276504	0000088525	Guggenheim Funds Trust	811-01136	54930033G24U3UGWK691	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-299814	0001437249	Valued Advisers Trust	811-22208	549300W12YUPFS7QVT86	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001145549-24-083356	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-083119	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083122	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083260	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001145549-24-083366	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-083128	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083131	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083355	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-083291	0001359057	Manager Directed Portfolios	811-21897	549300WAC9XE08QLVP90	615 E. Michigan Street		Milwaukee	US-WI	US	53202	4145163123
0001145549-24-083376	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001752724-24-299798	0001762332	Frost Family of Funds	811-23410	00000000000000000000	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-299810	0001050918	Oak Associates Funds	811-08549	54930064H3XUADDZTB14	3875 Embassy Parkway	Suite 250	Akron	US-OH	US	44333	888-462-5386
0001145549-24-083392	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001752724-24-299914	0000793601	Commonwealth International Series Trust	811-04665	549300SK6CMC1ZJBF844	791 Town & Country Blvd.		Houston	US-TX	US	77024	888-345-1898
0001145549-24-083365	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-083386	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001752724-24-299813	0001437249	Valued Advisers Trust	811-22208	549300W12YUPFS7QVT86	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001145549-24-083195	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001752724-24-299909	0000793601	Commonwealth International Series Trust	811-04665	549300SK6CMC1ZJBF844	791 Town & Country Blvd.		Houston	US-TX	US	77024	888-345-1898
0002000324-24-003521	0001722388	Tidal Trust III	811-23312	254900O7GV43AAUCM784	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	8449867676
0001752724-24-245168	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0001145549-24-067449	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-244794	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244697	0001112996	AIM Counselor Series Trust (Invesco Counselor Series Trust)	811-09913	LZYC3CZ7P12IRF1LLV60	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-244783	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244787	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002000324-24-003095	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1875 Lawrence Street, Suite 300		Denver	US-CO	US	80202-1805	800-955-9888
0001752724-24-244804	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244789	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-245188	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-244797	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244814	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244805	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244813	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001145549-24-067704	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001145549-24-067519	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-244815	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001145549-24-067552	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-245329	0001902944	Cantor Fitzgerald Infrastructure Fund	811-23773	549300MN3A6B6VUNRB08	110 E. 59th Street		New York	US-NY	US	10022	212-915-1722
0002000324-24-003083	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1875 Lawrence Street, Suite 300		Denver	US-CO	US	80202-1805	800-955-9888
0002000324-24-003089	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1875 Lawrence Street, Suite 300		Denver	US-CO	US	80202-1805	800-955-9888
0001145549-24-067544	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-245185	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0001145549-24-071776	0000882748	Boston Trust Walden Funds	811-06526	254900RLCMWMYQ67RN94	One Beacon Street		Boston	US-MA	US	02108	800-282-8782
0001752724-24-263706	0000764797	DEUTSCHE DWS VARIABLE SERIES I	811-04257	U1G8JTC14F115MRJOJ63	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001145549-24-071773	0000882748	Boston Trust Walden Funds	811-06526	254900RLCMWMYQ67RN94	One Beacon Street		Boston	US-MA	US	02108	800-282-8782
0001752724-24-264128	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001752724-24-263846	0001576367	FORUM FUNDS II	811-22842	254900TLXB82MZSZFI87	THREE CANAL PLAZA, SUITE 600		PORTLAND	US-ME	US	04101	207-347-2000
0001752724-24-264250	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001752724-24-264219	0000101507	U.S. GLOBAL INVESTORS FUNDS	811-01800	254900I1ONHL0TVFXN37	THREE CANAL PLAZA, SUITE 600		PORTLAND	US-ME	US	04101	207-347-2000
0001752724-24-264246	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001752724-24-264296	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-264231	0000792359	Virtus Variable Insurance Trust	811-04642	5493003VWTC7OD2WQT04	One Financial Plaza		Hartford	US-CT	US	06103	800-248-4790
0001752724-24-264293	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-264197	0001208133	Merger Fund VL	811-21279	WL4YANUDQ0FQJ0MXSM49	101 Munson Street		Greenfield	US-MA	US	01301	800-243-1574
0001752724-24-264314	0001572617	Virtus Event Opportunities Trust	811-22818	549300CPNDRO644GZH21	101 Munson Street		Greenfield	US-MA	US	01301	800-243-1574
0001752724-24-264301	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0001752724-24-264241	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001752724-24-264298	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-264240	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001752724-24-264317	0001018593	Virtus Asset Trust	811-07705	5493001887IYOL1CRU72	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-263-4790
0001752724-24-264299	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-264249	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001752724-24-264325	0000867297	Virtus Investment Trust	811-06161	549300JFX7YJRKFQYL29	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-243-1574
0001145549-24-072016	0001919700	Touchstone ETF Trust	811-23789	549300OBA9Z9MIVJ9W43	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001752724-24-254000	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254001	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-291312	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291333	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291353	0000787441	NEW YORK LIFE INVESTMENTS FUNDS	811-04550	549300PAI7XEJSNBJ671	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291328	0000787441	NEW YORK LIFE INVESTMENTS FUNDS	811-04550	549300PAI7XEJSNBJ671	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291341	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291358	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291334	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291343	0000787441	NEW YORK LIFE INVESTMENTS FUNDS	811-04550	549300PAI7XEJSNBJ671	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291412	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291994	0001517936	First Trust Exchange-Traded Fund IV	811-22559	5493006CBTW7P2B31B80	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0001752724-24-292122	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292140	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292132	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292135	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292141	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292146	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292150	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-295660	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-276461	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276455	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001398344-24-022460	0000919160	GUINNESS ATKINSON FUNDS	811-08360 	54930097560RK2KMX577	251 South Lake Ave	SUITE 800	Pasadena	US-CA	US	91101	626-914-1041
0001752724-24-276453	0001092720	Rydex Dynamic Funds	811-09525	549300O9WV1GMCZ8G606	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276459	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276502	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276850	0001897540	AOG Institutional Diversified Fund	811-23764	549300TQNTNW85MNKU27	11911 Freedom Drive	Suite 730	Reston	US-VA	US	20190	703-757-8020
0001752724-24-276528	0001818416	First Eagle Credit Opportunities Fund	811-23592	549300K4XYBF9JAM1U67	1345 Avenue of the Americas		New York	US-NY	US	10105	800-334-2143
0001752724-24-276463	0000899148	Rydex Series Funds	811-07584	5493004D62WV1EDNTU07	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276479	0000088525	Guggenheim Funds Trust	811-01136	54930033G24U3UGWK691	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001752724-24-276489	0000217087	Guggenheim Variable Funds Trust	811-02753	549300QDJHZ1HF5UC735	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
